AD	 n. 公元；广告（ad）
square	 adj. 平方的；正方形的；直角的；正直的 v. 使成方形；与…一致 n. 平方；广场；正方形 adv. 成直角地
square	 adj. 正方形的；平方的；直角的 v.  求平方； 求…的面 n. 正方形；平方；广场
squeeze	 v. 挤；紧握；勒索 n. 压榨；紧握；拥挤；佣金
squid	 n. 鱿鱼；乌贼；枪乌贼
squirrel	 n. 松鼠；松鼠毛皮 v. 贮藏
stable	 n. 马厩；牛棚 adj. 稳定的；牢固的；坚定的 v. 被关在马厩
stadium	 n. 体育场；露天大型运动场
staff	 n. 职员；参谋；棒；支撑 adj. 职员的；行政工作的 v. 供给人员；给…配备职员
staff	 v.  为…配备人员， 任职于 n. 全体职工，工作人员；杠，棒；参谋部
stage	 n.  舞台， 后台； 平台， 高台； 楼层， 楼架
stage	 n. 阶段；舞台；戏剧；驿站 v. 举行；上演；筹划
stain	 v. 沾污；败坏；给…着色 n. 污点；瑕疵；着色剂
stainless	 adj. 不锈的；纯洁的，未被玷污的；无瑕疵的
stair	 n. 梯级
stair	 n. 楼梯，阶梯；梯级
stamp	 n.  邮票， 印花； 印， 图章； 标志， 印记； 跺脚， 顿足
stamp	 n. 邮票；印记；标志；跺脚 v. 铭记；标出；盖章于…；贴邮票于…；用脚踩踏
stand	 v.  [stood-stood] 站， 站立； 坐落， 位于； 继续存在， 保持有效； 处于特定状态
stand	 v. 站立；位于；停滞 n. 站立；立场；看台；停止
standard	 adj.  标准的 n. 标准，规则
standard	 n. 标准；水准；旗；度量衡标准 adj. 标准的；合规格的；公认为优秀的
star	 n.  星； 星形； 明星， 名角
stare	 v. 凝视，盯着看；显眼 n. 凝视；注视
start	 v.  发动； 创办， 开办； 开始， 着手； 动身， 出发； 吃惊， 惊奇
start	 v. 开始；启动 n. 开始；起点
starvation	 n. 饿死；挨饿；绝食
starve	 v. 饿死；挨饿；渴望
state	 n. 国家；州；情形 v. 规定；声明；陈述 adj. 国家的；州的；正式的
state	 v.  陈述， 说明 n. 状态，情况；国家，政府；州
statement	 n.  陈述， 声明； 结算单， 报表
statement	 n. 声明；陈述，叙述；报表，清单
statesman	 n. 政治家；国务活动家
station	 n. 车站；驻地；地位；身份 v. 配置；安置；驻扎
station	 v.  安置； 派驻， 驻扎 n. 站，台，局；身份，地位
statistics	 n. 统计；统计学；[统计] 统计资料
statue	 n. 雕像，塑像 vt. 以雕像装饰
status	 n. 地位；状态；情形；重要身份
stay	 v. 停留；坚持；暂住；停下 n. 逗留；停止；支柱
stay	 v. 逗留，暂住；保持，继续是；停止，延缓 n.  逗留， 停留
steady	 adj. 稳定的；不变的；沉着的 v. 稳固 adv. 稳定地；稳固地 n. 关系固定的情侣；固定支架
steak	 n. 牛排；肉排；鱼排
steal	 v.  [stole-stolen] 偷盗， 行窃； 悄悄地移动
steal	 v. 剽窃；偷偷地做；偷窃 n. 偷窃；便宜货；偷垒；断球
steam	 v. 蒸，散发；用蒸汽处理 n. 蒸汽；精力 adj. 蒸汽的
steel	 n. 钢铁；钢制品；坚固 v. 钢化；使冷酷 adj. 钢制的；钢铁业的；坚强的
steep	 adj. 陡峭的；不合理的；夸大的；急剧升降的 v. 泡；浸；使…充满 n. 峭壁；浸渍
step	 n.  步， 脚步； 步骤， 措施； 台阶， 梯级
step	 n. 步，脚步；步骤；步伐；梯级 v. 踏，踩；走
steward	 n. 管家；乘务员；膳务员；工会管事 vi. 当服务员；当管事 vt. 管理
stewardess	 n. 女管家；女干事；女服务员
stick	 v. 刺，戳；伸出；粘贴 n. 棍；手杖；呆头呆脑的人
stick	 v. 粘，贴 n. 柴枝，枝条
still	 adv.  依然， 还， 仍旧； 然而， 尽管如此； 甚至更， 还要； 静止地
still	 adv. 仍然；更；静止地 adj. 静止的，不动的；寂静的，平静的；不起泡的 n. 寂静；剧照；蒸馏室 conj. 仍然；但是；尽管如此 v. 蒸馏；使…静止；使…平静下来
stocking	 n. 长袜
stomach	 n. 胃；腹部；胃口 v. 忍受；吃下
stomach	 v.  承受， 忍受； 吃得下 n. 胃，胃口；肚子，腹部
stomachache	 n. 腹痛，肚子痛；胃痛
stone	 n.  石， 石头； 宝石； 果核
stone	 n. 石头；结石；[宝] 宝石 adj. 石的，石制的 v. 向扔石块；用石头铺
stop	 v.  [stopped-stopped, stopping]　停止， 中断； 塞住， 堵塞； 阻止， 阻挠； 逗留， 歇宿
stop	 v. 停止；堵塞；断绝 n. 停止；车站；障碍；逗留
stopwatch	 n. 码表；跑表 vt. 用秒表测定时间
storage	 n. 存储；仓库；贮藏所
store	 n. 商店；储备，贮藏；仓库 v. 贮藏，储存
store	 v.  贮藏， 储备， 存储 n. 商店，店铺；贮存，储备；储备品；仓库
storm	 n. 暴风雨；大动荡 v. 起风暴；横冲直撞；狂怒咆哮
storm	 v.  猛攻， 直捣； 怒气冲冲地走 n. 暴风雨，暴风雪；激动，爆发
story	 n.  故事， 传说， 小说； 情况， 事情； 报道； 层
story	 n. 故事；小说；新闻报道；来历；假话 vt. 用历史故事画装饰 vi. 说谎
stout	 adj. 结实的；矮胖的；勇敢的；激烈的 n. 矮胖子；烈性啤酒
stove	 n. 火炉；窑；温室 vt. 用火炉烤
straight	 adj.  直的， 笔直的； 连续的， 不间断的； 直率的； 整齐的， 端正的； 正直的
straight	 adj. 直的；连续的；笔直的；正直的；整齐的；异性恋的 adv. 直接地；不断地；立即；坦率地 n. 直；直线；直男，直女，异性恋者
straightforward	 adj. 简单的；坦率的；明确的；径直的 adv. 直截了当地；坦率地
strait	 adj. 狭窄的；苦恼的 n. 海峡；困境
strange	 adj.  奇怪的， 奇异的； 陌生的， 生疏的； 外地的， 异乡的
strange	 adj. 奇怪的；陌生的；外行的 adv. 奇怪地；陌生地，冷淡地 n. (Strange)人名；(英)斯特兰奇；(瑞典、塞)斯特朗格
stranger	 n. 陌生人；外地人；局外人
strategy	 n.  谋略， 战略， 策略
straw	 n. 稻草；吸管；一文不值的东西 adj. 稻草的；无价值的
strawberry	 n. 草莓；草莓色
stream	 n. 溪流；流动；潮流；光线 v. 流；涌进；飘扬
stream	 v.  流， 涌 n. 小河，溪流；流，一股；一连串
street	 n.  街道， 马路
street	 n. 街道 adj. 街道的
strength	 n. 力量；力气；兵力；长处
strengthen	 v. 加强；巩固
stress	 n. 压力；强调；紧张；重要性；重读 v. 强调；使紧张；加压力于；用重音读
stress	 v.  强调， 着重； 重读 n. 压力，紧张；强调，重要性；重音
strict	 adj.  严格的， 严厉的； 严谨的， 精确的； 完全的，
strict	 adj. 严格的；绝对的；精确的；详细的
strike	 v. 打，打击；罢工；敲，敲击；抓；打动；穿透 n. 罢工；打击；殴打
string	 n.  弦， 线， 细绳； 一串， 一行
string	 n. 线，弦，细绳；一串，一行
strong	 adj.  强壮的， 强有力的， 强大的； 牢固的； 坚强的， 坚定的； 强烈的， 浓的； 精
strong	 adj. 坚强的；强壮的；牢固的；擅长的 adv. 强劲地；猛烈地 n. (Strong)人名；(英)斯特朗
structure	 v.  构造， 建造 n. 结构，构造；建筑物
struggle	 v. 奋斗，努力；挣扎 n. 努力，奋斗；竞争
stubborn	 adj. 顽固的；顽强的；难处理的
student	 n.  学生， 学者， 大学生； 研究生
student	 n. 学生；学者
studio	 n. 工作室；[广播][电视] 演播室；画室；电影制片厂
study	 n. 学习，研究；课题；书房；学问 v. 学习；考虑；攻读；细察
study	 v. 学习；研究，调查；细察，仔细端详 n.  学习； 研究， 调查， 研究成果； 书房
stupid	 adj.  愚蠢的， 迟钝的； 无聊的； 恼人的
stupid	 adj. 愚蠢的；麻木的；乏味的 n. 傻瓜，笨蛋
style	 n.  风格， 文体； 式样， 类型； 流行式样， 时尚
style	 n. 风格；时尚；类型；字体 v. 设计；称呼；使合潮流
subject	 n. 主题；科目；[语] 主语；国民 adj. 服从的；易患…的；受制于…的 v. 使…隶属；使屈从于…
subjective	 adj. 主观的；个人的；自觉的
submit	 v. 使服从；主张；呈递
subscribe	 v. 订阅；捐款；认购；赞成；签署
substitute	 n. 代用品；代替者 v. 替代
subtraction	 n. [数] 减法；减少；差集
subway	 n.  地铁； 地道， 地下过道
succeed	 v.  成功； 接着发生； 接在…后面； 接替， 继承
succeed	 v. 成功；继承；继任；兴旺
success	 n.  成就， 成功； 成功的事物， 取得成就的人
success	 n. 成功，成就；胜利；大获成功的人或事物
successful	 adj. 成功的；一帆风顺的
such	 adj. 这样的，如此的 n. (Such)人名；(英)萨奇；(德)祖赫
such	 adv.  那么 adj. 这样的，这种的；那么的，如此程度的；上述的，该
suck	 v. 吸吮；吸取 n. 吮吸
sudden	 adj. 突然的，意外的 n.  突然发生的事
sudden	 adj. 突然的，意外的；快速的 n. 突然发生的事
suffer	 v. 遭受；忍受；经历 n. (Suffer)人名；(意)苏费尔
suffering	 n. 受难；苦楚 adj. 受苦的；患病的 v. 受苦；蒙受（suffer的ing形式）
sugar	 n. 糖；食糖；甜言蜜语 v. 加糖于；粉饰
sugar	 v.  在…中加糖 n. 糖
suggest	 v.  建议， 提出； 使想起； 暗示
suggest	 v. 提议，建议；启发；使人想起；显示；暗示
suggestion	 n. 建议；示意；微量，细微的迹象
suit	 n.  一套衣服； 套
suit	 v. 适合；使适应 n. 诉讼；恳求；套装，西装；一套外衣
suitable	 adj.  适当的， 相配的； 合适的， 适宜的
suitable	 adj. 适当的；相配的
suitcase	 n.  手提箱， 衣箱
suitcase	 n. [轻] 手提箱；衣箱
suite	 n. （一套）家具；套房；组曲；（一批）随员，随从
summary	 adj. 简易的；扼要的 n. 概要，摘要，总结
summer	 n.  夏天， 夏季
sun	 n.  太阳， 日
sun	 n. 太阳 v. 使晒
sunburnt	 adj. 晒黑的；有晒斑的；日炙的 v. 晒黑（sunburn的过去式和过去分词）
sunglasses	 n. 太阳镜；凸透镜（sunglass的复数）
sunlight	 n. 日光
sunny	 adj.  阳光充足的； 快活的
sunny	 adj. 阳光充足的，和煦的；快活的；性情开朗的
sunrise	 n. 日出；黎明
sunset	 n. 日落，傍晚
sunshine	 n. 阳光；愉快；晴天；快活
super	 adj.  极好的， 上等的； 超级的； 过分的
super	 adj. 特级的；极好的 n. 特级品，特大号；临时雇员
superb	 adj. 极好的；华丽的；宏伟的 n. (Superb)人名；(罗)苏佩尔布
superior	 adj. 上级的；优秀的，出众的；高傲的 n. 上级，长官；优胜者，高手；长者
superman	 n. 超人，能力非凡的
supermarket	 n.  超市
supermarket	 n. 超级市场；自助售货商店
supper	 n.  晚餐
supper	 n. 晚餐，晚饭；夜宵
supply	 n. 供给，补给；供应品 v. 供给，提供；补充
supply	 v.  供给， 供应； 满足， 弥补 n. 供给，供应；存货，必需品
support	 v.  支撑， 扶持， 拥护； 供养， 赡养； 维持
support	 v. 支持，支撑，支援；扶持，帮助；赡养，供养 n. 支持，维持；支援，供养；支持者，支撑物
suppose	 v. 假设；认为；让（虚拟语气）；推想 conj. 假使…结果会怎样
supreme	 adj. 最高的；至高的；最重要的 n. 至高；霸权
sure	 adj. 确信的；可靠的；必定的 adv. 当然；的确 n. (Sure)人名；(英)休尔
sure	 adv.  确实； 当然 adj. 肯定的，有把握的；一定的，必然的；可靠的，稳妥的
surf	 v.  冲浪； 冲浪， 浏览 n. 拍岸浪花；拍岸涛声；拍岸碎浪
surface	 n. 表面；表层；外观 adj. 表面的，肤浅的 v. 浮出水面
surface	 v.  浮出水面； 浮现， 显露 n. 表面，面；外表，外观
surgeon	 n. 外科医生
surplus	 n. 剩余；[贸易] 顺差；盈余；过剩 adj. 剩余的；过剩的
surprise	 n.  惊奇， 诧异； 令人惊奇的事物
surprise	 n. 惊奇，诧异；突然袭击 v. 使惊奇；奇袭 adj. 令人惊讶的
surround	 v. 围绕；包围 n. 围绕物 adj. 环绕立体声的
surrounding	 adj. 周围的，附近的 n. 环境，周围的事物
survey	 v.  调查， 检视； 测量， 勘测； 全面审视， 概括论述； 俯瞰， 眺望； 调查， 检视； 测量， 勘测； 全面审视， 概括论述； 俯瞰， 眺望
survival	 n. 幸存，残存；幸存者，残存物
survive	 v. 幸存；生还；幸免于；比活得长
suspect	 n. 嫌疑犯 adj. 可疑的；不可信的 v. 怀疑；猜想
suspension	 n. 悬浮；暂停；停职
swallow	 v. 忍受；吞没 n. 燕子；一次吞咽的量
swap	 n. 交换；交换之物 v. 与交换；以作交换
swear	 v. 发誓；咒骂 n. 宣誓；诅咒
sweat	 v. 使出汗；流出；使干苦活；剥削；藉出汗减轻；焦急地期待 n. 汗；水珠；焦急；苦差使
sweater	 n. 毛线衣，运动衫；大量出汗的人，发汗剂
sweep	 v.  [swept-swept] 扫， 打扫， 拂； 扫过， 掠过，
sweep	 v. 扫除；猛拉；掸去 n. 打扫，扫除；范围；全胜
sweet	 adj.  甜的； 和蔼的， 温柔的； 可爱的， 讨人喜欢的； 芳香的， 悦耳的， 悦目的
sweet	 adj. 甜的；悦耳的；芳香的；亲切的 n. 糖果；乐趣；芳香；宝贝
swell	 v. 膨胀；肿胀；隆起 n. 肿胀；隆起 adj. 漂亮的；一流的
swift	 n. 褐雨燕 adj. 快的；迅速的；敏捷的；立刻的 adv. 迅速地
swim	 v. 游水，游泳 n. 游泳
swim	 v. 游泳；漂浮；浸；眩晕 n. 游泳；漂浮；眩晕 adj. 游泳时穿戴的
swimming	 n. 游泳；目眩 adj. 游泳的；游泳用的；善于游泳的；晕眩的 v. 游泳；漂浮；旋转（swim的ing形式）
swing	 n. 摇摆；摆动；秋千；音律；涨落 v. 摇摆；转向；悬挂；大摇大摆地行走 adj. 旋转的；悬挂的；强节奏爵士音乐的
swing	 v.  [swang-swung] 摇摆， 摇荡； 回转， 旋转； 突然转向
switch	 v. 转换；用鞭子等抽打 n. 开关；转换；鞭子
sword	 n. 刀，剑；武力，战争
symbol	 n.  符号， 标志； 象征
symbol	 n. 象征；符号；标志
sympathy	 n. 同情；慰问；赞同
symphony	 n.  交响乐， 交响曲； 和谐， 协调
symphony	 n. 交响乐；谐声，和声
system	 n. 制度，体制；系统；方法
systematic	 adj. 系统的；体系的；有系统的；[图情] 分类的；一贯的，惯常的
table	 n.  桌子， 台子； 表格
table	 n. 桌子；表格；平地层 v. 制表；搁置；嵌合 adj. 桌子的
tablet	 n. 碑；药片；写字板；小块；平板电脑 vt. 用碑牌纪念；将(备忘录等)写在板上；将…制成小片或小块
tag	 n. 标签，标牌 v. 给…加上标签，给…挂上标牌
tail	 n. 尾巴；踪迹；辫子；燕尾服 v. 尾随；装上尾巴 adj. 从后面而来的；尾部的
tail	 v.  附于其后； 尾随， 跟踪 n. 尾巴，尾状物；后部，尾部；踪迹
tailor	 v. 剪裁；使合适 n. 裁缝
take	 v.  [took-taken] 带， 携带； 需要， 花费； 拿， 取得； 接受； 吃， 喝， 服(药
take	 v. 拿，取；采取；接受（礼物等）；买，花费；耗费（时间等） n. 捕获量；看法；利益，盈益；（入场券的）售得金额
tale	 n.  故事， 传说
tale	 n. 故事；传说；叙述；流言蜚语
talent	 n.  天资， 才能； 人才
talent	 n. 才能；天才；天资
talented	 adj.  有才能的， 有才干的； 天才的
talk	 v.  说， 讲话； 交谈， 谈论
talk	 v. 说；谈话；讨论 n. 谈话；演讲；空谈
tall	 adj.  高的， 身材高的； 难以置信的； 难以办成的
tall	 adj. 高的；长的；过分的；夸大的 adv. 夸大地 n. (Tall)人名；(马里、阿拉伯)塔勒；(芬、罗、瑞典)塔尔；(英)托尔；(土)塔勒
tank	 n. 坦克；水槽；池塘 v. 把…贮放在柜内；打败
tanker	 n. 油轮；运油飞机；油槽车；坦克手
tap	 v. 轻敲；轻打；装上嘴子 n. 水龙头；轻打
tape	 n. 胶带；磁带；带子；卷尺 v. 录音；用带子捆扎；用胶布把…封住
tape	 v.  系， 捆； 把…录在磁带上 n. 带子；磁带；录像带
target	 n. 目标；靶子 v. 把……作为目标；规定……的指标；瞄准某物
task	 n.  任务， 工作； 作业
task	 v. 分派任务 n. 工作，作业；任务
taste	 n. 味道；品味；审美 v. 尝；体验
taste	 v.  有…味道； 品尝； 体验， 感受 n. 滋味；味觉，口味；鉴赏力；兴趣，爱好
tasteless	 adj. 无味的；无鉴赏力的
